id;area;publication;venueType;conferenceType;editor;url;name;chair;issn;periodicity
10887;Computer Science,Data Management;null;Journal;null;Brett_Waller;http://www.elsevier.com/locate/schres;Schizophrenia_Research;null;0920-9964;Yearly
10889;Data Management;null;Journal;null;Bryan_Taylor;http://www.sciencedirect.com/science/journal/00028177;The_Journal_of_the_American_Dental_Association_1939;null;0002-8177;Monthly
10880;Computer Science;null;Journal;null;Jessica_Davis;http://www.elsevier.com/wps/find/journaldescription.cws_home/623364/description#description;Clinics_in_Geriatric_Medicine;null;0749-0690;Yearly
10882;Data Management;null;Journal;null;Timothy_Estrada;http://www.cochranelibrary.com/cochrane-database-of-systematic-reviews/index.html;Cochrane_Database_of_Systematic_Reviews;null;1361-6137;Monthly
10881;null;null;Journal;null;Jeremy_Cole;http://www.sciencedirect.com/science/journal/03785122;Maturitas;null;0378-5122;Monthly
10884;null;null;Journal;null;Jonathan_Hughes;http://www.peerj.com/;PeerJ;null;2167-8359;Weekly
10883;Data Management;null;Journal;null;Melissa_Peters;http://www.jclinrheum.com/;Clinical_Rheumatology;null;0770-3198;Monthly
10886;Computer Science;null;Journal;null;Mrs__Holly_Benjamin;http://schizophreniabulletin.oxfordjournals.org/;Schizophrenia_bulletin;null;1787-9965;Yearly
10885;Data Management;null;Journal;null;Robert_Torres;https://academic.oup.com/ptj/issue;Physical_Therapy;null;0031-9023;Monthly
10855;Data Management;null;Journal;null;Scott_Odonnell;http://www.annalsofintensivecare.com/;Annals_of_Intensive_Care;null;2110-5820;Weekly
10854;null;null;Journal;null;Cassie_Munoz;https://journals.plos.org/plosone/;PLoS_ONE;null;1932-6203;Monthly
10857;Data Management;null;Journal;null;Mario_Burnett;http://neoreviews.aapjournals.org/;NeoReviews;null;1526-9906;Weekly
10856;Data Management;null;Journal;null;Joseph_Stewart;;Saudi_Medical_Journal;null;0379-5284;Yearly
10859;Data Management;null;Journal;null;Madison_Brown;http://www.ijaweb.org/;Indian_Journal_of_Anaesthesia;null;0019-5049;Monthly
10858;Data Management;null;Journal;null;Carol_Mays;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1440-1754;Journal_of_Paediatrics_and_Child_Health;null;1034-4810;Weekly
10851;Computer Science;null;Journal;null;Kimberly_Lopez;http://journals.lww.com/md-journal;Medicine;null;0025-7974;Monthly
10850;Data Management;null;Journal;null;Kevin_Rodriguez;http://www.biomedcentral.com/bmcanesthesiol/;BMC_Anesthesiology;null;1471-2253;Weekly
10853;Data Management;null;Journal;null;Craig_Harrington;http://www.elsevier.com/locate/thromres;Thrombosis_Research;null;0049-3848;Weekly
10852;Data Management;null;Journal;null;William_Brooks;https://www.springer.com/medicine/radiology/journal/247;Pediatric_Radiology;null;0301-0449;Yearly
10866;Data Management;null;Journal;null;Steven_Berry;http://www.co-pediatrics.com/pt/re/copeds/home.htm;jsessionid=LDvS3CwLH7QjPVQQpvYC0GHHDb7CCLWnpKq8sYLfkhBlknv2tTJx!-1990489359!181195628!8091!-1;Current_opinion_in_pediatrics;null;1040-8703;Yearly
10865;Data Management;null;Journal;null;Hector_Sherman;https://link.springer.com/journal/40477;Journal_of_Ultrasound;null;1876-7931;Yearly
10868;Data Management;null;Journal;null;Eric_Cox;https://casereports.bmj.com/;BMJ_Case_Reports;null;1757-790X;Weekly
10867;Data Management;null;Journal;null;Mary_Rhodes;http://content.iospress.com/journals/journal-of-pediatric-intensive-care/;Journal_of_Pediatric_Intensive_Care;null;2146-4626;Yearly
10869;Data Management;null;Journal;null;Christopher_Potts;http://www.jfootankleres.com/;Journal_of_Foot_and_Ankle_Research;null;1757-1146;Monthly
10860;null;null;Journal;null;Derek_Cooley;http://imr.sagepub.com/;Journal_of_International_Medical_Research;null;0300-0605;Weekly
10862;Data Management;null;Journal;null;Tracey_Rogers;http://www.elsevier.com/wps/find/journaldescription.cws_home/266/description#description;International_Journal_of_Nursing_Studies;null;0020-7489;Monthly
10861;Data Management;null;Journal;null;Erin_Jordan;http://gateway.ovid.com/ovidweb.cgi?AN=00004848-000000000-00000&D=ovft&MODE=ovid&NEWS=n&PAGE=toc&T=JS;Infection_control_and_hospital_epidemiology;null;0899-823X;Weekly
10864;Data Management;null;Journal;null;Deanna_Cox;http://www.sciencedirect.com/science/journal/00070912;British_Journal_of_Anaesthesia;null;0007-0912;Yearly
10863;Data Management;null;Journal;null;Stacey_Smith;http://pediatric.theclinics.com/;The_Pediatric_clinics_of_North_America;null;0031-3955;Weekly
10829;Computer Science;null;Journal;null;Katrina_Guerra;http://www.jncqjournal.com/;Journal_of_Nursing_Care_Quality;null;1057-3631;Weekly
10833;Data Management;null;Journal;null;Amy_Gonzalez;https://ccforum.biomedcentral.com/;Critical_Care;null;1574-4280;Yearly
10832;Data Management;null;Journal;null;Christopher_Goodman;https://www.sciencedirect.com/journal/seminars-in-pediatric-surgery;Seminars_in_Pediatric_Surgery;null;1055-8586;Weekly
10835;null;null;Journal;null;Jessica_Freeman;http://www.co-anesthesiology.com/;Current_Opinion_in_Anaesthesiology;null;0952-7907;Weekly
10834;Data Management;null;Journal;null;Tony_Collins;https://journals.lww.com/shockjournal/pages/default.aspx;Shock;null;1073-2322;Monthly
10837;Data Management;null;Journal;null;Brandon_Jacobson;http://www.vascular-access.info/public/jva/default.aspx;Journal_of_Vascular_Access;null;1129-7298;Yearly
10836;Data Management;null;Journal;null;Jennifer_Fisher;http://www.blackwell-synergy.com/member/institutions/issuelist.asp?journal=jic;Journal_of_Intensive_Care_Medicine;null;0885-0666;Monthly
10839;Data Management;null;Journal;null;Alexander_Pearson;https://link.springer.com/journal/383;Pediatric_surgery_international_Print;null;0179-0358;Yearly
10838;null;null;Journal;null;Juan_Price;http://www.journals.elsevierhealth.com/periodicals/yajem;American_Journal_of_Emergency_Medicine;null;0735-6757;Monthly
10831;null;null;Journal;null;Karen_Miller;https://www.journalofsurgicalresearch.com/;Journal_of_Surgical_Research;null;0022-4804;Yearly
10830;Computer Science;null;Journal;null;Michelle_Cordova;http://www.em-consulte.com/revue/MYCMED;Journal_de_Mycologie_Médicale;null;1156-5233;Monthly
10844;Data Management;null;Journal;null;Lee_Woods;http://link.springer.com/journal/10877;Journal_of_clinical_monitoring_and_computing;null;1387-1307;Weekly
10843;Data Management;null;Journal;null;Steven_Lindsey;https://www.frontiersin.org/journals/pediatrics;Frontiers_in_Pediatrics;null;2296-2360;Monthly
10846;Data Processing,Data Management;null;Journal;null;Cheryl_Smith;https://epub.uni-regensburg.de/29520/;The_American_journal_of_case_reports;null;1941-5923;Weekly
10845;Data Management;null;Journal;null;Allison_Long;https://www.cureus.com/;Cureus;null;2168-8184;Monthly
10848;Data Management;null;Journal;null;Judy_Johnson;http://health.embs.org/;IEEE_Journal_of_Translational_Engineering_in_Health_and_Medicine;null;2168-2372;Monthly
10847;Computer Science,Mathematics;null;Journal;null;Melissa_Foster;http://www.biomedcentral.com/bmcpediatr/;BMC_Pediatrics;null;1471-2431;Yearly
10849;Data Management;null;Journal;null;Thomas_Garcia;https://www.emed.theclinics.com/;Emergency_medicine_clinics_of_North_America;null;0733-8627;Monthly
10840;null;null;Journal;null;Peter_Faulkner;https://pediatrics.aappublications.org/;Pediatrics;null;0031-4005;Weekly
10842;Data Management;null;Journal;null;Jessica_Cherry;http://www.joacp.org/;Journal_of_Anaesthesiology_Clinical_Pharmacology;null;0970-9185;Yearly
10841;null;null;Journal;null;Gina_Schultz;http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-385526;Children;null;2227-9067;Yearly
11108;Computer Science;null;Journal;null;Steve_Bishop;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1469-7610;Journal_of_Child_Psychology_and_Psychiatry_and_Allied_Disciplines;null;0021-9630;Weekly
11107;null;null;Journal;null;Benjamin_Arnold;http://jrms.mui.ac.ir/;Journal_of_Research_in_Medical_Sciences;null;1735-1995;Yearly
12438;null;null;Journal;null;Anita_Jones;https://journals.sagepub.com/home/sco;SAGE_Open_Medical_Case_Reports;null;2050-313X;Yearly
11109;Data Management;null;Journal;null;Cathy_Flores;https://journals.sagepub.com/home/pms;Perceptual_and_Motor_Skills;null;0031-5125;Yearly
12439;Data Management;null;Journal;null;Amanda_Miller;https://www.degruyter.com/view/j/reveh;Reviews_on_Environmental_Health;null;0048-7554;Monthly
11100;Data Management;null;Journal;null;Cameron_Rhodes;https://www.healio.com/psychiatry/journals/jpn;Journal_of_Psychosocial_Nursing_and_Mental_Health_Services;null;0279-3695;Weekly
12432;Data Management;null;Journal;null;Jeremy_Jones;http://www3.interscience.wiley.com/cgi-bin/jhome/110503582;American_Journal_of_Human_Biology;null;1042-0533;Monthly
12433;Data Management;null;Journal;null;Steven_Shelton;http://www.ajrccm.org/;American_Journal_of_Respiratory_and_Critical_Care_Medicine;null;1073-449X;Yearly
11102;Data Management;null;Journal;null;Erica_Jensen;http://www.degruyter.com/view/j/sjecr;Serbian_Journal_of_Experimental_and_Clinical_Research;null;1820-8665;Monthly
12430;Data Management;null;Journal;null;Jessica_Roberson;http://www.asma.org/journal/;Aerospace_Medicine_and_Human_Performance;null;2375-6314;Monthly
11101;Big Data,Data Management;null;Journal;null;Joshua_Shaw;https://cjon.ons.org/;Clinical_Journal_of_Oncology_Nursing;null;1092-1095;Weekly
12431;Data Management;null;Journal;null;Cesar_Brooks;http://www.sjtrem.com/;Scandinavian_Journal_of_Trauma__Resuscitation_and_Emergency_Medicine;null;1757-7241;Yearly
11104;Data Management;null;Journal;null;Christopher_Patel;http://www.elsevier.com/wps/find/journaldescription.cws_home/522773/description#description;Psychiatry_Research;null;0165-1781;Monthly
12436;Data Management;null;Journal;null;Patricia_Garrett;http://www.wiley.com/bw/journal.asp?ref=1755-5930;CNS_Neuroscience__Therapeutics;null;1755-5930;Weekly
11103;Data Management;null;Journal;null;Sandra_Lawrence;https://onlinelibrary.wiley.com/journal/13652702;Journal_of_Clinical_Nursing;null;0962-1067;Monthly
12437;Computer Science;null;Journal;null;Jesse_Perkins;https://www.frontiersin.org/journals/veterinary-science;Frontiers_in_Veterinary_Science;null;2297-1769;Monthly
11106;Data Management;null;Journal;null;Vanessa_Williams;http://www.jrnldbp.com/;Journal_of_Developmental_and_Behavioral_Pediatrics;null;0196-206X;Yearly
12434;Data Management;null;Journal;null;Kristin_Lopez;https://www.frontiersin.org/journals/neurology;Frontiers_in_Neurology;null;1664-2295;Weekly
11105;Physics,Data Management;null;Journal;null;Tammy_Miller;https://journals.aps.org/prl/;Physical_Review_Letters;null;0031-9007;Monthly
12435;null;null;Journal;null;Benjamin_Cochran;https://www.hindawi.com/journals/omcl/;Oxidative_Medicine_and_Cellular_Longevity;null;1942-0994;Yearly
12440;Data Management;null;Journal;null;Kelsey_Martinez;http://www.sciencedirect.com/science/journal/0265928X;Biosensors;null;0265-928X;Weekly
11119;Data Management;null;Journal;null;Pamela_Scott;https://journals.sagepub.com/home/ldx;Journal_of_Learning_Disabilities;null;0022-2194;Monthly
12208;null;null;Journal;null;Carl_Cunningham;http://www.reproductivemedicine.com/;Journal_of_reproductive_medicine;null;0024-7758;Weekly
11118;Data Management;null;Journal;null;Debbie_Taylor;http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2214;Child:Care__Health_and_Development;null;0305-1862;Monthly
12449;null;null;Journal;null;Zachary_Keller;https://www.journals.elsevier.com/journal-of-ayurveda-and-integrative-medicine/;Journal_of_Ayurveda_and_Integrative_Medicine;null;0975-9476;Monthly
12209;Big Data,Data Management;null;Journal;null;Michael_Brown;http://www.elsevier.com/wps/find/journaldescription.cws_home/600114/description#description;Transplantation_Proceedings;null;0041-1345;Monthly
11111;Data Management;null;Journal;null;Laura_Leach;https://ascopubs.org/loi/jco;Journal_of_Clinical_Oncology;null;0732-183X;Monthly
12443;Data Management;null;Journal;null;Cory_Moore;https://www.spiedigitallibrary.org/journals/neurophotonics;Neurophotonics;null;2329-423X;Monthly
11110;Data Management;null;Journal;null;Keith_Davidson;http://www.elsevier.com/locate/neuropharm;Neuropharmacology;null;0028-3908;Weekly
12444;Data Management,Big Data;null;Journal;null;Kimberly_Carr;http://www.elsevier.com/locate/bbr;Behavioural_Brain_Research;null;0166-4328;Yearly
11113;Data Management,Big Data;null;Journal;null;Lori_Webb;https://www.springer.com/medicine/psychiatry/journal/787;European_Child_and_Adolescent_Psychiatry;null;1018-8827;Monthly
12441;Data Management;null;Journal;null;Emily_Sanchez;http://www.frontiersin.org/human_neuroscience;Frontiers_in_Human_Neuroscience;null;1662-5161;Yearly
11112;Data Management;null;Journal;null;Francisco_Gonzales;https://academic.oup.com/jpepsy/issue;Journal_of_Pediatric_Psychology;null;0146-8693;Monthly
12442;Data Management;null;Journal;null;Susan_Shepherd;https://www.hindawi.com/journals/emi/;Emergency_Medicine_International;null;2090-2840;Monthly
11115;Data Management;null;Journal;null;Lori_Fisher;http://www.metapress.com/openurl.asp?genre=journal&issn=0033-2720;Psychiatric_quarterly;null;0033-2720;Monthly
12447;Data Management;null;Journal;null;William_Thompson;http://cnr.sagepub.com/;Clinical_Nursing_Research;null;1054-7738;Monthly
11114;Data Management;null;Journal;null;Nathaniel_Bryant;http://www.tandfonline.com/loi/iern20#.vhlhlivaksw;Expert_Review_of_Neurotherapeutics;null;1473-7175;Yearly
12448;null;null;Journal;null;Scott_Lin;https://fsmj.ru/;Medicina;null;2308-9113;Yearly
11117;null;null;Journal;null;Joann_Browning;http://www.jaacap.com/;Journal_of_the_American_Academy_of_Child_and_Adolescent_Psychiatry;null;0890-8567;Weekly
12445;Computer Science;null;Journal;null;Roy_Schmidt;https://www.journals.elsevier.com/computers-and-education-artificial-intelligence;Computers_and_Education:Artificial_Intelligence;null;2666-920X;Yearly
11116;Data Management;null;Journal;null;Amanda_Turner;https://link.springer.com/journal/10880;Journal_of_clinical_psychology_in_medical_settings;null;1068-9583;Weekly
12446;null;null;Journal;null;Michael_Morgan;https://intjem.biomedcentral.com/;International_Journal_of_Emergency_Medicine;null;1865-1372;Yearly
12418;Data Management;null;Journal;null;Scott_Davis;http://www.imj.ie/;Irish_medical_journal;null;0332-3102;Monthly
12419;null;null;Journal;null;Samantha_Mann;http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-169204;Pharmaceutics;null;1999-4923;Monthly
12416;null;null;Journal;null;Erica_Young;http://www.elsevier.com/wps/find/journaldescription.cws_home/525444/description#description;Information_and_Software_Technology;null;0950-5849;Weekly
12417;null;null;Journal;null;Christopher_Olsen;https://link.springer.com/journal/volumesAndIssues/42967;Communication_on_Applied_Mathematics_and_Computation;null;1006-6330;Yearly
11320;Data Management;null;Journal;null;Richard_Morris;https://www.springer.com/engineering/biomedical+engineering/journal/12553;Health_technology;null;0891-1924;Yearly
12410;Computer Science;null;Journal;null;Dana_Thomas;http://portal.acm.org/browse_dl.cfm?CFID=85291668&CFTOKEN=27828468&coll=ACM&dl=ACM&idx=J689&linked=1&part=newsletter;SIGMOD_record;null;0163-5808;Monthly
12411;Computer Science;null;Journal;null;Patricia_Garcia_DDS;https://www.springer.com/computer/database+management+&+information+retrieval/journal/13222;Datenbank_Spektrum;null;1618-2162;Yearly
11322;Computer Science;null;Journal;null;Mark_Cabrera;https://www.emerald.com/insight/publication/issn/1756-378X;International_Journal_of_Intelligent_Computing_and_Cybernetics;null;1756-378X;Yearly
11321;Computer Science;null;Journal;null;Helen_Perez;https://www.emerald.com/insight/publication/issn/1742-7371;International_Journal_of_Pervasive_Computing_and_Communications;null;1742-7371;Yearly
12414;Computer Science;null;Journal;null;Nancy_Kim;http://www.elsevier.com/wps/find/journaldescription.cws_home/422911/description#description;Advances_in_Engineering_Software;null;0965-9978;Weekly
12415;Computer Science;null;Journal;null;Timothy_Duran;http://www.jserd.com/;Journal_of_Software_Engineering_Research_and_Development;null;2195-1721;Weekly
12412;Computer Science;null;Journal;null;Michael_Taylor;http://www.elsevier.com/wps/find/journaldescription.cws_home/505732/description#description;Journal_of_Systems_and_Software;null;0164-1212;Monthly
12413;null;null;Journal;null;Jennifer_Henry;http://www.computer.org/software;IEEE_Software;null;0740-7459;Weekly
12429;Data Management;null;Journal;null;Paige_Henry;https://breathe.ersjournals.com/;Breathe;null;1810-6838;Monthly
12427;Data Management;null;Journal;null;Patrick_Baird;http://www.nature.com/clpt/index.html;Clinical_pharmacology_and_therapy;null;0869-5490;Monthly
12428;Data Management;null;Journal;null;Brittany_Reeves;https://www.dovepress.com/pharmacogenomics-and-personalized-medicine-journal;Pharmacogenomics_and_Personalized_Medicine;null;1178-7066;Monthly
12421;Data Management;null;Journal;null;Darlene_Carey;http://www.jornaldepneumologia.com.br/;Jornal_Brasileiro_de_Pneumologia;null;1806-3713;Yearly
12422;Data Management;null;Journal;null;Mrs__Jessica_Daniels_MD;https://err.ersjournals.com/;European_Respiratory_Review;null;0905-9180;Weekly
12420;Data Management;null;Journal;null;Brandon_Mitchell;https://www.asmscience.org/content/journal/microbiolspec;Microbiology_spectrum;null;2165-0497;Yearly
12425;Data Management;null;Journal;null;Jerry_Reyes;http://www.scielo.org.mx/scielo.php?lng=en&pid=1665-1146&script=sci_serial;Boletín_Médico_del_Hospital_Infantil_de_México;null;0539-6115;Monthly
12426;Data Management;null;Journal;null;Jesse_Rios;http://www.interscience.wiley.com/jpages/8755-6863/;Pediatric_Pulmonology;null;1099-0496;Monthly
12423;Data Management;null;Journal;null;Eric_Melton;https://www.journals.elsevier.com/clinics-in-chest-medicine;Clinics_in_Chest_Medicine;null;0272-5231;Weekly
12424;Data Management;null;Journal;null;Emily_White;https://www.sciencedirect.com/journal/respiratory-medicine-and-research;Respiratory_medical_research;null;2187-8560;Weekly
11306;Data Management;null;Journal;null;Nicholas_Smith;http://www.jcge.com/;Journal_of_Clinical_Gastroenterology;null;0192-0790;Weekly
11305;Data Management;null;Journal;null;Tina_Armstrong;https://www.dentistrytoday.com/;Dentistry_today;null;8750-2186;Monthly
11308;null;null;Journal;null;Jasmine_Obrien;https://www.dovepress.com/clinical-and-experimental-gastroenterology-journal;Clinical_and_Experimental_Gastroenterology;null;1178-7023;Yearly
11307;Computer Science;null;Journal;null;Jordan_Paul;http://www.bioline.org.br/hs;African_Health_Sciences;null;1680-6905;Weekly
11309;Geography,Data Management;null;Journal;null;Xavier_Smith;http://www.jnmjournal.org/;Journal_of_Neurogastroenterology_and_Motility;null;2093-0879;Weekly
11300;Data Management;null;Journal;null;Jeffery_Frazier;http://www.ijporlonline.com/;International_Journal_of_Pediatric_Otorhinolaryngology;null;0165-5876;Monthly
11302;null;null;Journal;null;Kevin_Turner;https://www.dentist.ie/journal.5621.html;Journal_of_the_Irish_Dental_Association;null;0021-1133;Weekly
11301;Data Management;null;Journal;null;John_Owens;http://www.ijcem.com/;International_Journal_of_Clinical_and_Experimental_Medicine;null;1940-5901;Weekly
11304;Data Management;null;Journal;null;Kevin_Barnes;https://www.annalidistomatologia.com/;Annali_di_Stomatologia;null;1824-0852;Yearly
11303;Computer Science,Data Management;null;Journal;null;Joseph_Calhoun;http://dental-update.co.uk.ezproxy.ub.gu.se/default.asp;Dental_Update;null;0305-5000;Weekly
11317;Computer Science;null;Journal;null;Anthony_Holmes;https://www.journals.elsevier.com/signal-processing;Signal_Processing;null;0165-1684;Monthly
12407;null;null;Journal;null;Rebecca_Simmons;https://link.springer.com/journal/11700;Journal_of_Surface_Investigation_X_ray_Synchrotron_and_Neutron_Techniques;null;1027-4510;Monthly
11316;Computer Science;null;Journal;null;Carla_Good;https://www.ijcaonline.org/;International_Journal_of_Computer_Applications;null;0975-8887;Monthly
12408;Materials Science;null;Journal;null;Aaron_Walsh;https://link.springer.com/journal/11454;Technical_physics;null;1063-7842;Weekly
11319;Data Management;null;Journal;null;Jesse_Benton;http://www.sciencedirect.com/science/journal/00200255;Information_Sciences;null;0020-0255;Yearly
12405;Computer Science;null;Journal;null;Cindy_Shields;http://www.journals.elsevier.com/sustainable-computing;Sustainable_Computing:Informatics_and_Systems;null;2210-5379;Weekly
11318;null;null;Journal;null;Sherry_Gardner;https://link.springer.com/journal/371;The_Visual_Computer;null;0178-2789;Weekly
12406;Data Management;null;Journal;null;Vanessa_Wagner;https://www.journals.elsevier.com/computers-and-electrical-engineering;Computers__electrical_engineering;null;0045-7906;Yearly
12409;Computer Science;null;Journal;null;Joseph_Crosby;https://link.springer.com/journal/11453;Semiconductors_Woodbury__N_Y_;null;1063-7826;Yearly
12400;null;null;Journal;null;Joshua_Macdonald;http://onlinelibrary.wiley.com/journal/10.1002/(ISSN)1552-4914;The_Anatomical_Record_Part_B_The_New_Anatomist;null;1552-4906;Monthly
11311;Big Data,Data Management;null;Journal;null;Jesse_Davidson;https://www.clinicaltherapeutics.com/;Clinical_Therapeutics;null;0149-2918;Monthly
11310;Data Management;null;Journal;null;Jack_Levine;http://www.turkgastro.org/index.php;The_Turkish_Journal_of_Gastroenterology;null;1300-4948;Monthly
11313;Data Management;null;Journal;null;Christopher_Brown;http://www.sagepub.com/journals/Journal201982/title;Cephalalgia;null;0333-1024;Weekly
12403;null;null;Journal;null;Miss_Miranda_Johnson_DDS;https://ieeexplore.ieee.org/servlet/opac?punumber=57;IEEE_Electrical_Insulation_Magazine;null;0883-7554;Monthly
11312;Data Modeling;null;Journal;null;Brittney_Davis;https://link.springer.com/journal/40266;Drugs__Aging;null;1170-229X;Monthly
12404;Computer Science;null;Journal;null;Daniel_Esparza;http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-150910;Algorithms;null;1999-4893;Monthly
11315;null;null;Journal;null;James_Gordon;http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-155606;Entropy;null;1099-4300;Monthly
12401;null;null;Journal;null;Jennifer_Hughes;http://ejournals.ebsco.com/direct.asp?JournalID=711195;Journal_of_Anthropological_Research;null;0091-7710;Yearly
11314;Data Management;null;Journal;null;Hannah_Reeves;https://www.igi-global.com/journal/international-journal-information-security-privacy/1096;International_Journal_of_Information_Security_and_Privacy;null;1930-1650;Monthly
12402;null;null;Journal;null;Cynthia_Brooks;http://www.bioone.org/bioone/?issn=0094-8373&request=get-journals-list;Paleobiology;null;0094-8373;Weekly
12391;Data Management;null;Journal;null;Samuel_Johnson;http://www.e-helvetica.nb.admin.ch/directAccess?callnumber=bel-327040;Biomedicines;null;2227-9059;Weekly
12392;null;null;Journal;null;Beth_Brown;https://www.cambridge.org/core/journals/geological-magazine;Geological_Magazine;null;0016-7568;Weekly
11061;Data Management;null;Journal;null;Steven_Berry;http://rsif.royalsocietypublishing.org/;Journal_of_the_Royal_Society_Interface;null;1742-5662;Monthly
11060;Data Management;null;Journal;null;Richard_Williams;https://www.journals.elsevier.com/heliyon;Heliyon;null;2405-8440;Weekly
12390;Data Management;null;Journal;null;Rose_Obrien;http://www.clinicalkey.com.au/dura/browse/journalIssue/00222828;Journal_of_Molecular_and_Cellular_Cardiology;null;0022-2828;Yearly
