id;paperTitle;area;authorID;corrAuthorID;publicationID;venueId;reviewer_1;reviewer_2;review_1;review_2;paperType;paperAbstract;decisions_1;decisions_2;year;url
285;Regulation_of_NAD_metabolism__signaling_and_compartmentalization_in_the_yeast_Saccharomyces_cerevisiae_;Data Management,Big Data;3422,3322;3322;11570;12493;Song_Li;C__Charalambous;Them_operation_yeah_sport_something_campaign__Story_floor_media_large_investment_investment_camera_Religious_trouble_leader_mention_war_goal__Director_position_key_executive_bring_report_job_;Example_contain_impact_seat__Paper_worry_position_family_down_tell_Huge_step_nature_sport_major_campaign__Meet_tough_sign_nor_billion__Sometimes_have_people_attorney_;DemoPaper;;Yes;Yes;2014;https://www.semanticscholar.org/paper/d0f1493ac24771786ef6ad4cebd697df8eddc83e
286;Quantification_of_Protein_Copy_Number_in_Yeast:The_NAD_Metabolome;Big Data,Data Management;3423,3337;3337;11571;12217;H__E__Ez_Elarab;Anto_Cordelia_Tanislaus_Antony_Dhanapal;Hope_room_interesting_until_reflect_personal_Less_benefit_American_base_finish__Special_kid_middle_determine_eat_these_past_attack_;Grow_official_in_foot_pressure_own_manager_thousand__May_can_answer_single_Security_everything_positive_letter_cup__Able_spring_community_cause_believe_body_himself_;FullPaper;Saccharomyces_cerevisiae_is_calorie_restricted_by_lowering_glucose_from_2_to_0_5__Under_low_glucose_conditions__replicative_lifespan_is_extended_in_a_manner_that_depends_on_the_NAD_dependent_protein_lysine_deacetylase_Sir2_and_NAD_salvage_enzymes__Because_NAD_is_required_for_glucose_utilization_and_Sir2_function__it_was_postulated_that_glucose_levels_alter_the_levels_of_NAD_metabolites_that_tune_Sir2_function__Though_NAD_precursor_vitamins__which_increase_the_levels_of_all_NAD_metabolites__can_extend_yeast_replicative_lifespan__glucose_restriction_does_not_significantly_change_the_levels_or_ratios_of_intracellular_NAD_metabolites__To_test_whether_glucose_restriction_affects_protein_copy_numbers__we_developed_a_technology_that_combines_the_measurement_of_Urh1_specific_activity_and_quantification_of_relative_expression_between_Urh1_and_any_other_protein__The_technology_was_applied_to_obtain_the_protein_copy_numbers_of_enzymes_involved_in_NAD_metabolism_in_rich_and_synthetic_yeast_media__Our_data_indicated_that_Sir2_and_Pnc1__two_enzymes_that_sequentially_convert_NAD_to_nicotinamide_and_then_to_nicotinic_acid__are_up_regulated_by_glucose_restriction_in_rich_media__and_that_Pnc1_alone_is_up_regulated_in_synthetic_media_while_levels_of_all_other_enzymes_are_unchanged__These_data_suggest_that_production_or_export_of_nicotinic_acid_might_be_a_connection_between_NAD_and_calorie_restriction_mediated_lifespan_extension_in_yeast_;Yes;Yes;2014;https://www.semanticscholar.org/paper/50ac50815d873a352d7199aff213ad42f00892b5
287;The_β_1_3_glucanosyltransferase_Gas1_regulates_Sir2_mediated_rDNA_stability_in_Saccharomyces_cerevisiae;Big Data,Data Management;3424,3425,3426,3427,3325;3424;11572;10887;D__Sinclair;Wenxue_Zhang;Type_seek_stuff_successful_four_page_political_skill__Person_across_short_serve_one_do_attention_big__To_night_interview_able_build__Response_result_scene_bank_kid_;Kid_fight_politics__Tough_eight_firm_Road_push_catch_another_agreement_us__Investment_fly_fill_run_call_;FullPaper;In_Saccharomyces_cerevisiae__the_stability_of_highly_repetitive_rDNA_array_is_maintained_through_transcriptional_silencing__Recently__a_β_1_3_glucanosyltransferase_Gas1_has_been_shown_to_play_a_significant_role_in_the_regulation_of_transcriptional_silencing_in_S__cerevisiae__Here__we_show_that_the_gas1Δ_mutation_increases_rDNA_silencing_in_a_Sir2_dependent_manner__Remarkably__the_gas1Δ_mutation_induces_nuclear_localization_of_Msn2/4_and_stimulates_the_expression_of_PNC1__a_gene_encoding_a_nicotinamidase_that_functions_as_a_Sir2_activator__The_lack_of_enzymatic_activity_of_Gas1_or_treatment_with_a_cell_wall_damaging_agent__Congo_red__exhibits_effects_similar_to_those_of_the_gas1Δ_mutation__Furthermore__the_loss_of_Gas1_or_Congo_red_treatment_lowers_the_cAMP_dependent_protein_kinase_PKA_activity_in_a_cell_wall_integrity_MAP_kinase_Slt2_dependent_manner__Collectively__our_results_suggest_that_the_dysfunction_of_Gas1_plays_a_positive_role_in_the_maintenance_of_rDNA_integrity_by_decreasing_PKA_activity_and_inducing_the_accumulation_of_Msn2/4_in_the_nucleus__It_seems_that_nuclear_localized_Msn2/4_stimulate_the_expression_of_Pnc1__thereby_enhancing_the_association_of_Sir2_with_rDNA_and_promoting_rDNA_stability_;Yes;Yes;2014;https://www.semanticscholar.org/paper/c7709f0b71d876d4af5043b7a62ca1e02eae9c6c
288;A_QM/MM_study_of_the_catalytic_mechanism_of_nicotinamidase_;Data Processing,Data Management;3428,3429;3429;null;10859;Seo_Young_Choi;T__Yamane;Admit_arrive_drug_important_so_simply__Government_happy_give_general_production_Put_each_growth__If_win_statement_different__Although_huge_usually_agent_exist_discover_;Since_pattern_of_late__Push_teach_marriage_vote_power_much_per__Hope_president_news_drug_;ShortPaper;Nicotinamidase_Pnc1_is_a_member_of_Zn_dependent_amidohydrolases_that_hydrolyzes_nicotinamide_NAM_to_nicotinic_acid_NA__which_is_a_key_step_in_the_salvage_pathway_of_NAD_biosynthesis__In_this_paper__the_catalytic_mechanism_of_Pnc1_has_been_investigated_by_using_a_combined_quantum_mechanical/molecular_mechanical_QM/MM_approach_based_on_the_recently_obtained_crystal_structure_of_Pnc1__The_reaction_pathway__the_detail_of_each_elementary_step__the_energetics_of_the_whole_catalytic_cycle__and_the_roles_of_key_residues_and_Zn_binding_site_are_illuminated__Our_calculation_results_indicate_that_the_catalytic_water_molecule_comes_from_the_bulk_solvent__which_is_then_deprotonated_by_residue_D8__D8_functions_as_a_proton_transfer_station_between_C167_and_NAM__while_the_activated_C167_serves_as_the_nucleophile__The_residue_K122_only_plays_a_role_in_stabilizing_intermediates_and_transition_states__The_oxyanion_hole_formed_by_the_amide_backbone_nitrogen_atoms_of_A163_and_C167_has_the_function_to_stabilize_the_hydroxyl_anion_of_nicotinamide__The_Zn_binding_site_rather_than_a_single_Zn2_ion_acts_as_a_Lewis_acid_to_influence_the_reaction__Two_elementary_steps__the_activation_of_C167_in_the_deamination_process_and_the_decomposition_of_catalytic_water_in_the_hydrolysis_process__correspond_to_the_large_energy_barriers_of_25_7_and_28_1_kcal_mol_1__respectively__meaning_that_both_of_them_contribute_a_lot_to_the_overall_reaction_barrier__Our_results_may_provide_useful_information_for_the_design_of_novel_and_efficient_Pnc1_inhibitors_and_related_biocatalytic_applications_;Yes;No;2014;https://www.semanticscholar.org/paper/b02761875b824036731c6be0cd2938019c7c85e5
289;Targeted__LCMS_based_Metabolomics_for_Quantitative_Measurement_of_NAD_Metabolites;Big Data,Data Management;3430,3337;3430;11574;11187;R__Rabbani;A__Motos;Purpose_close_music_stuff_local_his__Wrong_sometimes_old_name__Organization_government_current_benefit_Them_majority_let_central_million_day__Week_like_travel_party_production_try_purpose_;Get_gun_scene_worry_situation_film_capital_receive__Goal_citizen_way_project_piece_Budget_game_enter_for_head__Including_year_type_executive_service_close_;FullPaper;Nicotinamide_adenine_dinucleotide_NAD_is_a_coenzyme_for_hydride_transfer_reactions_and_a_substrate_for_sirtuins_and_other_NAD_consuming_enzymes__The_abundance_of_NAD___NAD_biosynthetic_intermediates__and_related_nucleotides_reflects_the_metabolic_state_of_cells_and_tissues__High_performance_liquid_chromatography_HPLC_followed_by_ultraviolet_visible_UV_Vis_spectroscopic_analysis_of_NAD_metabolites_does_not_offer_the_specificity_and_sensitivity_necessary_for_robust_quantification_of_complex_samples__Thus__we_developed_a_targeted__quantitative_assay_of_the_NAD_metabolome_with_the_use_of_HPLC_coupled_to_mass_spectrometry__Here_we_discuss_NAD_metabolism_as_well_as_the_technical_challenges_required_for_reliable_quantification_of_the_NAD_metabolites__The_new_method_incorporates_new_separations_and_improves_upon_a_previously_published_method_that_suffered_from_the_problem_of_ionization_suppression_for_particular_compounds_;Yes;Yes;2013;https://www.semanticscholar.org/paper/de1b87ba8234644264cc0fe9f001433030a29cce
290;Evidence_for_a_Common_Mechanism_of_SIRT1_Regulation_by_Allosteric_Activators;Data Management,Data Processing,Big Data;3431,3432,3433,3434,3435,3436,3437,3438,3439,3440,3441,3442,3443,3444,3445,3446,3447,3448,3449,3450,3451,3452,3453,3454,3455,3456,3457,3458,3459,3460;3438;11575;10944;N__Toapanta;Jian_lei_Wu;Know_under_set_together_face_force__Eat_sing_very__Eat_game_debate_goal_common_nor_Miss_be_trouble_list_as_various__Hold_network_animal_effect__Forward_decade_two_recently_second_law_than_;Staff_threat_century_against__Boy_particular_remain_image_listen_table_while_any__Poor_choice_identify_eat_member_pick_space__None_himself_money_art_risk_security_goal_;ShortPaper;It_s_a_SIRT_Intense_attention_has_focused_on_the_SIRT1_deacetylase_as_a_possible_target_for_anti_aging_drugs__But_unexpected_complications_in_assays_of_SIRT1_activity_have_made_it_unclear_whether_compounds_thought_to_be_sirtuin_activating_compounds_STACs_are_really_direct_regulators_of_the_enzyme__Further_exploration_of_these_effects_by_Hubbard_et_al__p__1216;_see_the_Perspective_by_Yuan_and_Marmorstein_revealed_that_interaction_of_SIRT1_with_certain_substrates_allows_activation_of_SIRT1_by_STACs_and_identified_critical_amino_acids_in_SIRT1_required_for_these_effects__Mouse_myoblasts_reconstituted_with_SIRT1_mutated_at_this_amino_acid_lost_their_responsiveness_to_STACs__An_interaction_of_the_deacetylase_SIRT1_with_its_substrate_offers_a_possible_explanation_for_some_effects_on_aging__Also_see_Perspective_by_Yuan_and_Marmorstein_A_molecule_that_treats_multiple_age_related_diseases_would_have_a_major_impact_on_global_health_and_economics__The_SIRT1_deacetylase_has_drawn_attention_in_this_regard_as_a_target_for_drug_design__Yet_controversy_exists_around_the_mechanism_of_sirtuin_activating_compounds_STACs__We_found_that_specific_hydrophobic_motifs_found_in_SIRT1_substrates_such_as_PGC_1α_and_FOXO3a_facilitate_SIRT1_activation_by_STACs__A_single_amino_acid_in_SIRT1__Glu230__located_in_a_structured_N_terminal_domain__was_critical_for_activation_by_all_previously_reported_STAC_scaffolds_and_a_new_class_of_chemically_distinct_activators__In_primary_cells_reconstituted_with_activation_defective_SIRT1__the_metabolic_effects_of_STACs_were_blocked__Thus__SIRT1_can_be_directly_activated_through_an_allosteric_mechanism_common_to_chemically_diverse_STACs_;Yes;Yes;2013;https://www.semanticscholar.org/paper/6040754d26d7e8dc3bda99ecb1e4bbf7cd5521d4
291;Biochemical_and_Mutational_Analysis_of_a_Novel_Nicotinamidase_from_Oceanobacillus_iheyensis_HTE831;Data Management,Big Data;3461,3462,3368,3372,3463,3373;3372;null;12285;N__Mandall;L__Tholemeier;Pick_painting_blood_six__Top_green_understand_two_Public_sister_later__Already_benefit_happen_right__Animal_recently_raise_almost_may_goal_little__Sit_girl_reflect_ok_mother_;Political_recently_season_think_fill_action__Three_gas_that_break_key_name_win_yard_Present_sound_color_inside_talk__Industry_none_really_within_however_never_whole_;FullPaper;Nicotinamidases_catalyze_the_hydrolysis_of_nicotinamide_to_nicotinic_acid_and_ammonia__an_important_reaction_in_the_NAD_salvage_pathway__This_paper_reports_a_new_nicotinamidase_from_the_deep_sea_extremely_halotolerant_and_alkaliphilic_Oceanobacillus_iheyensis_HTE831_OiNIC__The_enzyme_was_active_towards_nicotinamide_and_several_analogues__including_the_prodrug_pyrazinamide__The_enzyme_was_more_nicotinamidase_kcat/Km = 43_5_mM−1s−1_than_pyrazinamidase_kcat/Km = 3_2_mM−1s−1__Mutational_analysis_was_carried_out_on_seven_critical_amino_acids__confirming_for_the_first_time_the_importance_of_Cys133_and_Phe68_residues_for_increasing_pyrazinamidase_activity_2_9__and_2_5_fold__respectively__In_addition__the_change_in_the_fourth_residue_involved_in_the_ion_metal_binding_Glu65_was_detrimental_to_pyrazinamidase_activity__decreasing_it_6_fold__This_residue_was_also_involved_in_a_new_distinct_structural_motif_DAHXXXDXXHPE_described_in_this_paper_for_Firmicutes_nicotinamidases__Phylogenetic_analysis_revealed_that_OiNIC_is_the_first_nicotinamidase_described_for_the_order_Bacillales_;Yes;No;2013;https://www.semanticscholar.org/paper/ecceeb8f628986552dabe32af8484cdedb58bb9d
292;Isonicotinamide_Enhances_Sir2_Protein_mediated_Silencing_and_Longevity_in_Yeast_by_Raising_Intracellular_NAD_Concentration*;Big Data,Data Management;3464,3465,3466,3467;3466;11577;10946;T__Card;Melania_Cesarano;Work_shake_price_gun__Trip_each_religious_recognize_relate_nor_he_Seven_field_real_political_him__Common_voice_throughout_expect_wait_agency_mean_suddenly__Ok_very_travel_decide_speak_guy_far_;Population_standard_approach_reflect_fight_see_TV__Rather_cell_nothing__Dream_dream_tax_former_pay_;ShortPaper;Background:Activity_of_the_NAD_dependent_histone_deacetylase_Sir2_is_stimulated_by_isonicotinamide_INAM_in_vitro__Results:INAM_unexpectedly_increased_the_intracellular_NAD_concentration_when_added_to_growth_medium__Conclusion:INAM_induced_increases_in_NAD_concentration_require_significant_contributions_from_the_NAD_and_nicotinamide_riboside_salvage_pathways__Significance:INAM_appears_to_promote_NAD_homeostasis__which_favors_Sir2_dependent_processes__Sirtuins_are_an_evolutionarily_conserved_family_of_NAD_dependent_protein_deacetylases_that_function_in_the_regulation_of_gene_transcription__cellular_metabolism__and_aging__Their_activity_requires_the_maintenance_of_an_adequate_intracellular_NAD_concentration_through_the_combined_action_of_NAD_biosynthesis_and_salvage_pathways__Nicotinamide_NAM_is_a_key_NAD_precursor_that_is_also_a_byproduct_and_feedback_inhibitor_of_the_deacetylation_reaction__In_Saccharomyces_cerevisiae__the_nicotinamidase_Pnc1_converts_NAM_to_nicotinic_acid_NA__which_is_then_used_as_a_substrate_by_the_NAD_salvage_pathway_enzyme_NA_phosphoribosyltransferase_Npt1__Isonicotinamide_INAM_is_an_isostere_of_NAM_that_stimulates_yeast_Sir2_deacetylase_activity_in_vitro_by_alleviating_the_NAM_inhibition__In_this_study__we_determined_that_INAM_stimulates_Sir2_through_an_additional_mechanism_in_vivo__which_involves_elevation_of_the_intracellular_NAD_concentration__INAM_enhanced_normal_silencing_at_the_rDNA_locus_but_only_partially_suppressed_the_silencing_defects_of_an_npt1Δ_mutant__Yeast_cells_grown_in_media_lacking_NA_had_a_short_replicative_life_span__which_was_extended_by_INAM_in_a_SIR2_dependent_manner_and_correlated_with_increased_NAD__The_INAM_induced_increase_in_NAD_was_strongly_dependent_on_Pnc1_and_Npt1__suggesting_that_INAM_increases_flux_through_the_NAD_salvage_pathway__Part_of_this_effect_was_mediated_by_the_NR_salvage_pathways__which_generate_NAM_as_a_product_and_require_Pnc1_to_produce_NAD__We_also_provide_evidence_suggesting_that_INAM_influences_the_expression_of_multiple_NAD_biosynthesis_and_salvage_pathways_to_promote_homeostasis_during_stationary_phase_;Yes;Yes;2012;https://www.semanticscholar.org/paper/14af7c445891d84d80c4ddfc4725a63da30aab36
293;Structural_and_kinetic_isotope_effect_studies_of_nicotinamidase_Pnc1_from_Saccharomyces_cerevisiae_;Big Data,Data Management;3468,3469,3470,3471,3472,3473;3470;11578;10930;John_Macko;J__Lightdale;Seat_right_concern_have_have__Let_budget_customer_our_your_address_plant__Watch_brother_professional_scene_smile_rest_;Spend_deal_call_late_might__Create_who_spend_run_kind_of_level__Yard_about_treatment_analysis_poor_Also_whether_could_him_him__Agency_best_Mrs_past_boy_arm_option_;FullPaper;Nicotinamidases_catalyze_the_hydrolysis_of_nicotinamide_to_nicotinic_acid_and_ammonia__Nicotinamidases_are_absent_in_mammals_but_function_in_NAD_salvage_in_many_bacteria__yeast__plants__protozoa__and_metazoans__We_have_performed_structural_and_kinetic_investigations_of_the_nicotinamidase_from_Saccharomyces_cerevisiae_Pnc1__Steady_state_product_inhibitor_analysis_revealed_an_irreversible_reaction_in_which_ammonia_is_the_first_product_released__followed_by_nicotinic_acid__A_series_of_nicotinamide_analogues_acting_as_inhibitors_or_substrates_were_examined__revealing_that_the_nicotinamide_carbonyl_oxygen_and_ring_nitrogen_are_critical_for_binding_and_reactivity__X_ray_structural_analysis_revealed_a_covalent_adduct_between_nicotinaldehyde_and_Cys167_of_Pnc1_and_coordination_of_the_nicotinamide_ring_nitrogen_to_the_active_site_zinc_ion__Using_this_structure_as_a_guide__the_function_of_several_residues_was_probed_via_mutagenesis_and_primary_15N_and_13C_kinetic_isotope_effects_KIEs_on_V/K_for_amide_bond_hydrolysis__The_KIE_values_of_almost_all_variants_were_increased__indicating_that_C_N_bond_cleavage_is_at_least_partially_rate_limiting;_however__a_decreased_KIE_for_D51N_was_indicative_of_a_stronger_commitment_to_catalysis__In_addition__KIE_values_using_slower_alternate_substrates_indicated_that_C_N_bond_cleavage_is_at_least_partially_rate_limiting_with_nicotinamide_to_highly_rate_limiting_with_thionicotinamide__A_detailed_mechanism_involving_nucleophilic_attack_of_Cys167__followed_by_elimination_of_ammonia_and_then_hydrolysis_to_liberate_nicotinic_acid__is_discussed__These_results_will_aid_in_the_design_of_mechanism_based_inhibitors_to_target_pathogens_that_rely_on_nicotinamidase_activity_;Yes;Yes;2012;https://www.semanticscholar.org/paper/a01089b2c1c7c2dc38b53fd7a3b736370857beb9
294;Theories_and_mechanisms_of_aging_;Data Management;3474;3474;null;12415;Roshanak_Rezaei_Kalantary;A__M__Cabanas;Set_always_then_individual__Down_father_black_avoid_understand_well__Generation_take_its_spring_within_allow_service_Lead_cultural_through_;Difficult_almost_human_actually_weight_body__Action_according_vote_sister_study_Around_manage_several_similar__View_base_agreement__Evening_west_production_trial_during_should_Mrs_sign_;FullPaper;;Yes;No;2011;https://www.semanticscholar.org/paper/38fef78e38eab6a03ddbb02c61335cee323bd6bc
295;Pathway_analysis_of_NAD_metabolism_;Big Data,Data Management;3475,3476,3477,3478;3478;11580;11268;M__Man;E__Nicholls;Film_word_happen_where_sing_spend__Follow_no_up_tonight_Result_it_decide_important_cost_pass_lay__Future_yard_certainly_;Month_media_today_Church_pressure_behavior_design_others_sport_middle_candidate__Environment_keep_can__Wind_why_know_watch_article_work_person_;ShortPaper;NAD_is_well_known_as_a_crucial_cofactor_in_the_redox_balance_of_metabolism__Moreover__NAD_is_degraded_in_ADP_ribosyl_transfer_reactions__which_are_important_components_of_multitudinous_signalling_reactions__These_include_reactions_linked_to_DNA_repair_and_aging__In_the_present_study__using_the_concept_of_EFMs_elementary_flux_modes__we_established_all_of_the_potential_routes_in_a_network_describing_NAD_biosynthesis_and_degradation__All_known_biosynthetic_pathways__which_include_de_novo_synthesis_starting_from_tryptophan_as_well_as_the_classical_Preiss_Handler_pathway_and_NAD_synthesis_from_other_vitamin_precursors__were_detected_as_EFMs__Moreover__several_EFMs_were_found_that_degrade_NAD__represent_futile_cycles_or_have_other_functionalities__The_systematic_analysis_and_comparison_of_the_networks_specific_for_yeast_and_humans_document_significant_differences_between_species_with_regard_to_the_use_of_precursors__biosynthetic_routes_and_NAD_dependent_signalling_;Yes;Yes;2011;https://www.semanticscholar.org/paper/0282e63ffdda4ae6391a9c372106f460b5251008
296;The_Leishmania_nicotinamidase_is_essential_for_NAD_production_and_parasite_proliferation;Big Data,Data Management;3479,3480,3481,3482,3483,3484,3485,3486,3487,3488,3489;3488;11581;12473;A__Saviano;Frédéric_Rouyer;Single_yard_minute_stay_authority_test__Character_everybody_thus_small_however_Mrs_build_popular_reason_adult__Education_produce_office__Perform_quickly_everybody_food_and_center_in_;Watch_care_important_fight__Street_sea_decision_star_man_Strong_certainly_know_not_late_three_exactly_;ShortPaper;NAD_is_a_central_cofactor_that_plays_important_roles_in_cellular_metabolism_and_energy_production_in_all_living_cells__Genomics‐based_reconstruction_of_NAD_metabolism_revealed_that_Leishmania_protozoan_parasites_are_NAD_auxotrophs__Consequently__these_parasites_require_assimilating_NAD_precursors_nicotinamide__nicotinic_acid__nicotinamide_riboside_from_their_host_environment_to_synthesize_NAD_by_a_salvage_pathway__Nicotinamidase_is_a_key_enzyme_of_this_salvage_pathway_that_catalyses_conversion_of_nicotinamide_NAm_to_nicotinic_acid_Na__and_that_is_absent_in_higher_eukaryotes__We_present_here_the_biochemical_and_functional_characterizations_of_the_Leishmania_infantum_nicotinamidase_LiPNC1__Generation_of_Lipnc1_null_mutants_leads_to_a_decrease_in_NAD_content__associated_with_a_metabolic_shutdown‐like_phenotype_with_an_extensive_lag_phase_of_growth__Both_phenotypes_could_be_rescued_by_an_add‐back_construct_or_by_addition_of_exogenous_Na__In_addition__Lipnc1_null_mutants_were_unable_to_establish_a_sustained_infection_in_a_murine_experimental_model__Altogether__these_results_illustrate_that_NAD_homeostasis_is_a_fundamental_component_of_Leishmania_biology_and_virulence__and_that_NAm_constitutes_its_main_NAD_source_in_the_mammalian_host__The_crystal_structure_of_LiPNC1_we_solved_allows_now_the_design_of_rational_inhibitors_against_this_new_promising_therapeutic_target_;Yes;Yes;2011;https://www.semanticscholar.org/paper/94163b78257eeb4d802eb5dd2b920a4288750d2d
297;Molecular_characterization_of_the_Borrelia_burgdorferi_in_vivo_essential_protein_PncA_;Big Data,Data Management;3490,3491,3492,3493,3494;3494;11582;12603;A__Randi;Brant_D__Burbank;Very_indicate_professor_be_few_memory_figure__Treat_food_say_;Little_give_blue_toward_remember_politics_soon_Section_dinner_remember_place_I_throw__The_board_common_fund_enter_care_;DemoPaper;The_conversion_of_nicotinamide_to_nicotinic_acid_by_nicotinamidase_enzymes_is_a_critical_step_in_maintaining_NAD_homeostasis_and_contributes_to_numerous_important_biological_processes_in_diverse_organisms__In_Borrelia_burgdorferi__the_nicotinamidase_enzyme__PncA__is_required_for_spirochaete_survival_throughout_the_infectious_cycle__Mammals_lack_nicotinamidases_and_therefore_PncA_may_serve_as_a_therapeutic_target_for_Lyme_disease__Contrary_to_the_in_vivo_importance_of_PncA__the_current_annotation_for_the_pncA_ORF_suggests_that_the_encoded_protein_may_be_inactive_due_to_the_absence_of_an_N_terminal_aspartic_acid_residue_that_is_a_conserved_member_of_the_catalytic_triad_of_characterized_PncA_proteins__Herein__we_have_used_genetic_and_biochemical_strategies_to_determine_the_N_terminal_sequence_of_B__burgdorferi_PncA__Our_data_demonstrate_that_the_PncA_protein_is_24_aa_longer_than_the_currently_annotated_sequence_and_that_pncA_translation_is_initiated_from_the_rare__non_canonical_initiation_codon_AUU__These_findings_are_an_important_first_step_in_understanding_the_catalytic_function_of_this_in_vivo_essential_protein_;Yes;Yes;2011;https://www.semanticscholar.org/paper/88f96349e598b87b0e52e4fa6a4ac3eedf2f1b1c
298;Nrt1_and_Tna1_Independent_Export_of_NAD_Precursor_Vitamins_Promotes_NAD_Homeostasis_and_Allows_Engineering_of_Vitamin_Production;Big Data,Data Management;3495,3496,3497,3498,3337;3497;11446;11060;P__Weetman;H__Van_Waelvelde;Know_ten_similar_various_reason_dinner_goal__Majority_prevent_yeah_nothing_rate_chance_type_;Never_we_whole_risk__Also_million_term__Case_president_may_line_house_guess__Power_choose_lot_old_Together_sort_response__Worry_yeah_reason_effect_industry_look_spring_;FullPaper;NAD_is_both_a_co_enzyme_for_hydride_transfer_enzymes_and_a_substrate_of_sirtuins_and_other_NAD_consuming_enzymes__NAD_biosynthesis_is_required_for_two_different_regimens_that_extend_lifespan_in_yeast__NAD_is_synthesized_from_tryptophan_and_the_three_vitamin_precursors_of_NAD:nicotinic_acid__nicotinamide_and_nicotinamide_riboside__Supplementation_of_yeast_cells_with_NAD_precursors_increases_intracellular_NAD_levels_and_extends_replicative_lifespan__Here_we_show_that_both_nicotinamide_riboside_and_nicotinic_acid_are_not_only_vitamins_but_are_also_exported_metabolites__We_found_that_the_deletion_of_the_nicotinamide_riboside_transporter__Nrt1__leads_to_increased_export_of_nicotinamide_riboside__This_discovery_was_exploited_to_engineer_a_strain_to_produce_high_levels_of_extracellular_nicotinamide_riboside__which_was_recovered_in_purified_form__We_further_demonstrate_that_extracellular_nicotinamide_is_readily_converted_to_extracellular_nicotinic_acid_in_a_manner_that_requires_intracellular_nicotinamidase_activity__Like_nicotinamide_riboside__export_of_nicotinic_acid_is_elevated_by_the_deletion_of_the_nicotinic_acid_transporter__Tna1__The_data_indicate_that_NAD_metabolism_has_a_critical_extracellular_element_in_the_yeast_system_and_suggest_that_cells_regulate_intracellular_NAD_metabolism_by_balancing_import_and_export_of_NAD_precursor_vitamins_;Yes;Yes;2011;https://www.semanticscholar.org/paper/7b46a507249c0e41314734e2fc6a09978602caf6
299;Absence_of_mitochondrial_translation_control_proteins_extends_life_span_by_activating_sirtuin_dependent_silencing_;Big Data,Data Management;3499,3500,3501,3502,3503,3504,3505,3506,3507,3508;3504;null;11031;Ralf_Teusner;Fernando_Álvarez_Utrera;Sign_doctor_involve_financial__Crime_choice_three_stay_with_Moment_partner_imagine_difficult_nature_argue__Keep_second_tree_idea_grow__Catch_weight_create_create_situation_rise_;Affect_line_civil_Republican_never_society_establish__Within_miss_address_campaign_style_size__Site_region_detail_so_field_teacher_;FullPaper;;Yes;No;2011;https://www.semanticscholar.org/paper/01f1daee316ebe2353c3dd5258d2fd06836f9ffa
1503;Evaluation_of_the_utility_of_NEWS2_during_the_COVID_19_pandemic_;Data Management;8271;8271;12936;11271;H__Kemps;Yong_Hee_Lee;Also_cost_and_once_for_western__Suddenly_where_add_without__Memory_article_gun_total_stuff_order_make_;Upon_fund_year_ago_wear_Reach_concern_information_yes_thus_pick__Next_attack_authority_where_shake__Leg_speech_act__High_front_ask_;ShortPaper;The_emergence_of_the_COVID_19_pandemic_resulted_in_a_dramatic_increase_in_acutely_ill_patients_presenting_to_hospitals_with_life_threatening_acute_respiratory_disease__There_was_an_immediate_need_for_effective_triage_systems_to_facilitate_clinical_decision_making__This_review_assesses_the_performance_of_the_National_Early_Warning_Score_2_NEWS2_in_two_contexts__Firstly__the_ability_to_detect_acute_illness_severity_and_likely_clinical_deterioration_in_patients_presenting_to_hospitals_with_COVID_19__Secondly__the_use_of_NEWS2_in_the_longitudinal_monitoring_to_detect_acute_clinical_deterioration_in_hospitalised_patients_with_COVID_19__NEWS2_appeared_to_be_at_least_comparable_and__often__superior_to_other_scoring_systems_such_as_qSOFA_and_CURB_65__and_provided_an_earlier_alert_of_deterioration__A_NEWS2_of_5_had_high_short_term_sensitivity_within_and_was_unlikely_to_miss_patients_with_COVID_19_who_go_on_to_deteriorate__but_this_comes_with_moderate_specificity__However__the_specificity_of_these_systems_is_likely_underestimated_because_preventing_deterioration_is_their_purpose_NEWS2_is_an_adjunct_to_clinical_decision_making_and_has_served_that_purpose_during_the_COVID_19_pandemic__playing_an_important_role_in_communicating_illness_severity__clinical_deterioration__triaging_patients_to_appropriate_levels_of_care_and_prompting_completion_of_treatment_escalation_plans_for_those_with_high_scores_and_at_imminent_risk_of_deterioration_;Yes;Yes;2022;https://www.semanticscholar.org/paper/45a9cadce5abee8c36ee9fbc68d59016bd377153
1502;COVID_19_et_insuffisance_respiratoire_aiguë_:particularités_de_la_prise_en_charge_ventilatoire;Data Management;8270;8270;12935;11149;J__Chalmers;A__Bitton;Issue_season_down_much_professor_say_call_gun__Across_develop_political_idea_affect_beat_Mouth_night_fact_pull_certain_;Could_save_money_clearly_data_people_report_democratic__Scene_democratic_wonder_success__Yourself_become_least_rich_there_;ShortPaper;;Yes;Yes;2022;https://www.semanticscholar.org/paper/151c828c8f295ddcd70444ffeb36d4216aa296b1
